2025-12-10 20:18:48 | YEŞİL | VLD_TFPR_011 | V=0 | KM=1,379 | Tekrar=1 | Tren=0 | Hız=0,0
2025-12-10 21:40:04 | NORMAL | VLD_TFPR_010 | V=1.482 | KM=3,299 | Tekrar=35 | Tren=0 | Hız=0,0
2025-12-10 21:40:05 | NORMAL | VLD_TFPR_001 | V=1.522 | KM=15,391 | Tekrar=21 | Tren=0 | Hız=0,0
2025-12-10 21:40:05 | NORMAL | VLD_TFPR_008 | V=1.478 | KM=5,781 | Tekrar=32 | Tren=0 | Hız=0,0
2025-12-10 21:40:05 | NORMAL | VLD_TFPR_009 | V=1.478 | KM=4,389 | Tekrar=43 | Tren=0 | Hız=0,0
2025-12-10 21:40:05 | NORMAL | VLD_TFPR_012 | V=1.482 | KM=0,136 | Tekrar=14 | Tren=0 | Hız=0,0
2025-12-10 21:40:06 | NORMAL | VLD_TFPR_003 | V=1.520 | KM=12,081 | Tekrar=45 | Tren=0 | Hız=0,0
2025-12-10 21:40:06 | NORMAL | VLD_TFPR_005 | V=1.521 | KM=9,070 | Tekrar=22 | Tren=0 | Hız=0,0
2025-12-10 21:40:08 | NORMAL | VLD_TFPR_009 | V=1.472 | KM=4,389 | Tekrar=44 | Tren=0 | Hız=0,0
2025-12-10 21:40:09 | NORMAL | VLD_TFPR_002 | V=1.526 | KM=13,873 | Tekrar=36 | Tren=0 | Hız=0,0
2025-12-10 21:40:09 | NORMAL | VLD_TFPR_008 | V=1.479 | KM=5,781 | Tekrar=33 | Tren=0 | Hız=0,0
2025-12-10 21:40:10 | NORMAL | VLD_TFPR_010 | V=1.473 | KM=3,299 | Tekrar=36 | Tren=0 | Hız=0,0
2025-12-10 21:40:11 | NORMAL | VLD_TFPR_003 | V=1.530 | KM=12,081 | Tekrar=46 | Tren=0 | Hız=0,0
2025-12-10 21:40:12 | NORMAL | VLD_TFPR_004 | V=1.511 | KM=10,386 | Tekrar=39 | Tren=0 | Hız=0,0
2025-12-10 21:40:12 | NORMAL | VLD_TFPR_005 | V=1.513 | KM=9,070 | Tekrar=23 | Tren=0 | Hız=0,0
2025-12-10 21:40:12 | NORMAL | VLD_TFPR_009 | V=1.483 | KM=4,389 | Tekrar=45 | Tren=0 | Hız=0,0
2025-12-10 21:40:14 | NORMAL | VLD_TFPR_003 | V=1.516 | KM=12,081 | Tekrar=47 | Tren=0 | Hız=0,0
2025-12-10 21:40:15 | NORMAL | VLD_TFPR_004 | V=1.527 | KM=10,386 | Tekrar=40 | Tren=0 | Hız=0,0
2025-12-10 21:40:15 | NORMAL | VLD_TFPR_010 | V=1.484 | KM=3,299 | Tekrar=37 | Tren=0 | Hız=0,0
2025-12-10 21:40:15 | NORMAL | VLD_TFPR_011 | V=1.481 | KM=1,379 | Tekrar=33 | Tren=0 | Hız=0,0
2025-12-10 21:40:17 | NORMAL | VLD_TFPR_001 | V=1.517 | KM=15,391 | Tekrar=22 | Tren=0 | Hız=0,0
2025-12-10 21:40:17 | NORMAL | VLD_TFPR_003 | V=1.525 | KM=12,081 | Tekrar=48 | Tren=0 | Hız=0,0
2025-12-10 21:40:19 | NORMAL | VLD_TFPR_002 | V=1.518 | KM=13,873 | Tekrar=37 | Tren=0 | Hız=0,0
2025-12-10 21:40:19 | NORMAL | VLD_TFPR_003 | V=1.513 | KM=12,081 | Tekrar=49 | Tren=0 | Hız=0,0
2025-12-10 21:40:19 | NORMAL | VLD_TFPR_004 | V=1.514 | KM=10,386 | Tekrar=41 | Tren=0 | Hız=0,0
2025-12-10 21:40:19 | NORMAL | VLD_TFPR_008 | V=1.476 | KM=5,781 | Tekrar=34 | Tren=0 | Hız=0,0
2025-12-10 21:40:19 | YEŞİL | VLD_TFPR_010 | V=0 | KM=3,299 | Tekrar=38 | Tren=0 | Hız=0,0
2025-12-10 21:40:21 | NORMAL | VLD_TFPR_003 | V=1.521 | KM=12,081 | Tekrar=50 | Tren=0 | Hız=0,0
2025-12-10 21:40:21 | NORMAL | VLD_TFPR_005 | V=1.515 | KM=9,070 | Tekrar=24 | Tren=0 | Hız=0,0
2025-12-10 21:40:21 | NORMAL | VLD_TFPR_012 | V=1.482 | KM=0,136 | Tekrar=15 | Tren=0 | Hız=0,0
2025-12-10 21:40:22 | NORMAL | VLD_TFPR_002 | V=1.514 | KM=13,873 | Tekrar=38 | Tren=0 | Hız=0,0
2025-12-10 21:40:22 | NORMAL | VLD_TFPR_008 | V=1.481 | KM=5,781 | Tekrar=35 | Tren=0 | Hız=0,0
2025-12-10 21:40:24 | NORMAL | VLD_TFPR_009 | V=1.474 | KM=4,389 | Tekrar=46 | Tren=0 | Hız=0,0
2025-12-10 21:40:25 | NORMAL | VLD_TFPR_003 | V=1.520 | KM=12,081 | Tekrar=51 | Tren=0 | Hız=0,0
2025-12-10 21:40:25 | NORMAL | VLD_TFPR_005 | V=1.522 | KM=9,070 | Tekrar=25 | Tren=0 | Hız=0,0
2025-12-10 21:40:25 | YEŞİL | VLD_TFPR_008 | V=1.707 | KM=5,781 | Tekrar=36 | Tren=0 | Hız=0,0
2025-12-10 21:40:25 | NORMAL | VLD_TFPR_011 | V=1.489 | KM=1,379 | Tekrar=34 | Tren=0 | Hız=0,0
2025-12-10 21:40:27 | NORMAL | VLD_TFPR_001 | V=1.512 | KM=15,391 | Tekrar=23 | Tren=0 | Hız=0,0
2025-12-10 21:40:27 | NORMAL | VLD_TFPR_008 | V=1.477 | KM=5,781 | Tekrar=37 | Tren=0 | Hız=0,0
2025-12-10 21:40:27 | NORMAL | VLD_TFPR_009 | V=1.473 | KM=4,389 | Tekrar=47 | Tren=0 | Hız=0,0
2025-12-10 21:40:27 | NORMAL | VLD_TFPR_010 | V=1.485 | KM=3,299 | Tekrar=39 | Tren=0 | Hız=0,0
2025-12-10 21:40:30 | NORMAL | VLD_TFPR_008 | V=1.474 | KM=5,781 | Tekrar=38 | Tren=0 | Hız=0,0
2025-12-10 21:40:31 | NORMAL | VLD_TFPR_003 | V=1.512 | KM=12,081 | Tekrar=52 | Tren=0 | Hız=0,0
2025-12-10 21:40:31 | NORMAL | VLD_TFPR_011 | V=1.478 | KM=1,379 | Tekrar=35 | Tren=0 | Hız=0,0
2025-12-10 21:40:33 | NORMAL | VLD_TFPR_001 | V=1.512 | KM=15,391 | Tekrar=24 | Tren=0 | Hız=0,0
2025-12-10 21:40:33 | NORMAL | VLD_TFPR_002 | V=1.516 | KM=13,873 | Tekrar=39 | Tren=0 | Hız=0,0
2025-12-10 21:40:33 | NORMAL | VLD_TFPR_003 | V=1.523 | KM=12,081 | Tekrar=53 | Tren=0 | Hız=0,0
2025-12-10 21:40:33 | NORMAL | VLD_TFPR_004 | V=1.526 | KM=10,386 | Tekrar=42 | Tren=0 | Hız=0,0
2025-12-10 21:40:33 | NORMAL | VLD_TFPR_006 | V=1.512 | KM=8,234 | Tekrar=13 | Tren=0 | Hız=0,0
2025-12-10 21:40:33 | NORMAL | VLD_TFPR_008 | V=1.477 | KM=5,781 | Tekrar=39 | Tren=0 | Hız=0,0
2025-12-10 21:40:33 | NORMAL | VLD_TFPR_010 | V=1.480 | KM=3,299 | Tekrar=40 | Tren=0 | Hız=0,0
2025-12-10 21:40:35 | YEŞİL | VLD_TFPR_002 | V=1.344 | KM=13,873 | Tekrar=40 | Tren=0 | Hız=0,0
2025-12-10 21:40:35 | NORMAL | VLD_TFPR_006 | V=1.512 | KM=8,234 | Tekrar=14 | Tren=0 | Hız=0,0
2025-12-10 21:40:35 | NORMAL | VLD_TFPR_011 | V=1.484 | KM=1,379 | Tekrar=36 | Tren=0 | Hız=0,0
2025-12-10 21:40:36 | NORMAL | VLD_TFPR_003 | V=1.529 | KM=12,081 | Tekrar=54 | Tren=0 | Hız=0,0
2025-12-10 21:40:38 | NORMAL | VLD_TFPR_002 | V=1.515 | KM=13,873 | Tekrar=41 | Tren=0 | Hız=0,0
2025-12-10 21:40:39 | NORMAL | VLD_TFPR_003 | V=1.529 | KM=12,081 | Tekrar=55 | Tren=0 | Hız=0,0
2025-12-10 21:40:40 | NORMAL | VLD_TFPR_002 | V=1.525 | KM=13,873 | Tekrar=42 | Tren=0 | Hız=0,0
2025-12-10 21:40:40 | NORMAL | VLD_TFPR_005 | V=1.513 | KM=9,070 | Tekrar=26 | Tren=0 | Hız=0,0
2025-12-10 21:40:40 | NORMAL | VLD_TFPR_009 | V=1.483 | KM=4,389 | Tekrar=48 | Tren=0 | Hız=0,0
2025-12-10 21:40:40 | NORMAL | VLD_TFPR_010 | V=1.482 | KM=3,299 | Tekrar=41 | Tren=0 | Hız=0,0
2025-12-10 21:40:42 | NORMAL | VLD_TFPR_003 | V=1.518 | KM=12,081 | Tekrar=56 | Tren=0 | Hız=0,0
2025-12-10 21:40:42 | NORMAL | VLD_TFPR_004 | V=1.527 | KM=10,386 | Tekrar=43 | Tren=0 | Hız=0,0
2025-12-10 21:40:43 | NORMAL | VLD_TFPR_010 | V=1.483 | KM=3,299 | Tekrar=42 | Tren=0 | Hız=0,0
2025-12-10 21:40:44 | NORMAL | VLD_TFPR_001 | V=1.516 | KM=15,391 | Tekrar=25 | Tren=0 | Hız=0,0
2025-12-10 21:40:46 | NORMAL | VLD_TFPR_003 | V=1.517 | KM=12,081 | Tekrar=57 | Tren=0 | Hız=0,0
2025-12-10 21:40:46 | NORMAL | VLD_TFPR_010 | V=1.481 | KM=3,299 | Tekrar=43 | Tren=0 | Hız=0,0
2025-12-10 21:40:48 | NORMAL | VLD_TFPR_002 | V=1.514 | KM=13,873 | Tekrar=43 | Tren=0 | Hız=0,0
2025-12-10 21:40:48 | NORMAL | VLD_TFPR_004 | V=1.526 | KM=10,386 | Tekrar=44 | Tren=0 | Hız=0,0
2025-12-10 21:40:48 | NORMAL | VLD_TFPR_006 | V=1.516 | KM=8,234 | Tekrar=15 | Tren=0 | Hız=0,0
2025-12-10 21:40:48 | NORMAL | VLD_TFPR_011 | V=1.482 | KM=1,379 | Tekrar=37 | Tren=0 | Hız=0,0
2025-12-10 21:40:50 | NORMAL | VLD_TFPR_002 | V=1.514 | KM=13,873 | Tekrar=44 | Tren=0 | Hız=0,0
2025-12-10 21:40:50 | NORMAL | VLD_TFPR_009 | V=1.475 | KM=4,389 | Tekrar=49 | Tren=0 | Hız=0,0
2025-12-10 21:40:50 | NORMAL | VLD_TFPR_010 | V=1.485 | KM=3,299 | Tekrar=44 | Tren=0 | Hız=0,0
2025-12-10 21:40:52 | NORMAL | VLD_TFPR_004 | V=1.513 | KM=10,386 | Tekrar=45 | Tren=0 | Hız=0,0
2025-12-10 21:40:52 | NORMAL | VLD_TFPR_011 | V=1.487 | KM=1,379 | Tekrar=38 | Tren=0 | Hız=0,0
2025-12-10 21:40:52 | NORMAL | VLD_TFPR_012 | V=1.483 | KM=0,136 | Tekrar=16 | Tren=0 | Hız=0,0
2025-12-10 21:40:54 | NORMAL | VLD_TFPR_003 | V=1.521 | KM=12,081 | Tekrar=58 | Tren=0 | Hız=0,0
2025-12-10 21:40:54 | NORMAL | VLD_TFPR_004 | V=1.522 | KM=10,386 | Tekrar=46 | Tren=0 | Hız=0,0
2025-12-10 21:40:54 | NORMAL | VLD_TFPR_005 | V=1.521 | KM=9,070 | Tekrar=27 | Tren=0 | Hız=0,0
2025-12-10 21:40:54 | NORMAL | VLD_TFPR_008 | V=1.480 | KM=5,781 | Tekrar=40 | Tren=0 | Hız=0,0
2025-12-10 21:40:55 | NORMAL | VLD_TFPR_011 | V=1.488 | KM=1,379 | Tekrar=39 | Tren=0 | Hız=0,0
2025-12-10 21:40:57 | NORMAL | VLD_TFPR_003 | V=1.529 | KM=12,081 | Tekrar=59 | Tren=0 | Hız=0,0
2025-12-10 21:40:57 | NORMAL | VLD_TFPR_010 | V=1.481 | KM=3,299 | Tekrar=45 | Tren=0 | Hız=0,0
2025-12-10 21:40:57 | NORMAL | VLD_TFPR_011 | V=1.476 | KM=1,379 | Tekrar=40 | Tren=0 | Hız=0,0
2025-12-10 21:41:00 | NORMAL | VLD_TFPR_004 | V=1.522 | KM=10,386 | Tekrar=47 | Tren=0 | Hız=0,0
2025-12-10 21:41:00 | NORMAL | VLD_TFPR_005 | V=1.520 | KM=9,070 | Tekrar=28 | Tren=0 | Hız=0,0
2025-12-10 21:41:00 | NORMAL | VLD_TFPR_009 | V=1.473 | KM=4,389 | Tekrar=50 | Tren=0 | Hız=0,0
2025-12-10 21:41:00 | NORMAL | VLD_TFPR_010 | V=1.476 | KM=3,299 | Tekrar=46 | Tren=0 | Hız=0,0
2025-12-10 21:41:03 | NORMAL | VLD_TFPR_003 | V=1.519 | KM=12,081 | Tekrar=60 | Tren=0 | Hız=0,0
2025-12-10 21:41:03 | NORMAL | VLD_TFPR_004 | V=1.515 | KM=10,386 | Tekrar=48 | Tren=0 | Hız=0,0
2025-12-10 21:41:03 | NORMAL | VLD_TFPR_008 | V=1.483 | KM=5,781 | Tekrar=41 | Tren=0 | Hız=0,0
2025-12-10 21:41:04 | NORMAL | VLD_TFPR_001 | V=1.512 | KM=15,391 | Tekrar=26 | Tren=0 | Hız=0,0
2025-12-10 21:41:04 | NORMAL | VLD_TFPR_006 | V=1.516 | KM=8,234 | Tekrar=16 | Tren=0 | Hız=0,0
2025-12-10 21:41:06 | NORMAL | VLD_TFPR_003 | V=1.519 | KM=12,081 | Tekrar=61 | Tren=0 | Hız=0,0
2025-12-10 21:41:06 | NORMAL | VLD_TFPR_004 | V=1.522 | KM=10,386 | Tekrar=49 | Tren=0 | Hız=0,0
2025-12-10 21:41:08 | NORMAL | VLD_TFPR_002 | V=1.525 | KM=13,873 | Tekrar=45 | Tren=0 | Hız=0,0
2025-12-10 21:41:08 | NORMAL | VLD_TFPR_003 | V=1.528 | KM=12,081 | Tekrar=62 | Tren=0 | Hız=0,0
2025-12-10 21:41:08 | NORMAL | VLD_TFPR_006 | V=1.512 | KM=8,234 | Tekrar=17 | Tren=0 | Hız=0,0
2025-12-10 21:41:08 | NORMAL | VLD_TFPR_007 | V=1.485 | KM=7,102 | Tekrar=11 | Tren=0 | Hız=0,0
2025-12-10 21:41:09 | NORMAL | VLD_TFPR_001 | V=1.514 | KM=15,391 | Tekrar=27 | Tren=0 | Hız=0,0
2025-12-10 21:41:09 | NORMAL | VLD_TFPR_011 | V=1.478 | KM=1,379 | Tekrar=41 | Tren=0 | Hız=0,0
2025-12-10 21:41:11 | NORMAL | VLD_TFPR_002 | V=1.511 | KM=13,873 | Tekrar=46 | Tren=0 | Hız=0,0
2025-12-10 21:41:11 | NORMAL | VLD_TFPR_003 | V=1.530 | KM=12,081 | Tekrar=63 | Tren=0 | Hız=0,0
2025-12-10 21:41:11 | NORMAL | VLD_TFPR_004 | V=1.515 | KM=10,386 | Tekrar=50 | Tren=0 | Hız=0,0
2025-12-10 21:41:11 | NORMAL | VLD_TFPR_005 | V=1.515 | KM=9,070 | Tekrar=29 | Tren=0 | Hız=0,0
2025-12-10 21:41:11 | NORMAL | VLD_TFPR_007 | V=1.490 | KM=7,102 | Tekrar=12 | Tren=0 | Hız=0,0
2025-12-10 21:41:11 | NORMAL | VLD_TFPR_009 | V=1.488 | KM=4,389 | Tekrar=51 | Tren=0 | Hız=0,0
2025-12-10 21:41:11 | NORMAL | VLD_TFPR_010 | V=1.481 | KM=3,299 | Tekrar=47 | Tren=0 | Hız=0,0
2025-12-10 21:41:13 | NORMAL | VLD_TFPR_003 | V=1.512 | KM=12,081 | Tekrar=64 | Tren=0 | Hız=0,0
2025-12-10 21:41:13 | NORMAL | VLD_TFPR_004 | V=1.528 | KM=10,386 | Tekrar=51 | Tren=0 | Hız=0,0
2025-12-10 21:41:13 | NORMAL | VLD_TFPR_009 | V=1.480 | KM=4,389 | Tekrar=52 | Tren=0 | Hız=0,0
2025-12-10 21:41:13 | NORMAL | VLD_TFPR_010 | V=1.479 | KM=3,299 | Tekrar=48 | Tren=0 | Hız=0,0
2025-12-10 21:41:13 | NORMAL | VLD_TFPR_011 | V=1.484 | KM=1,379 | Tekrar=42 | Tren=0 | Hız=0,0
2025-12-10 21:41:14 | NORMAL | VLD_TFPR_001 | V=1.516 | KM=15,391 | Tekrar=28 | Tren=0 | Hız=0,0
2025-12-10 21:41:14 | NORMAL | VLD_TFPR_005 | V=1.522 | KM=9,070 | Tekrar=30 | Tren=0 | Hız=0,0
2025-12-10 21:41:14 | NORMAL | VLD_TFPR_007 | V=1.489 | KM=7,102 | Tekrar=13 | Tren=0 | Hız=0,0
2025-12-10 21:41:14 | NORMAL | VLD_TFPR_008 | V=1.475 | KM=5,781 | Tekrar=42 | Tren=0 | Hız=0,0
2025-12-10 21:41:16 | NORMAL | VLD_TFPR_003 | V=1.511 | KM=12,081 | Tekrar=65 | Tren=0 | Hız=0,0
2025-12-10 21:41:16 | NORMAL | VLD_TFPR_009 | V=1.477 | KM=4,389 | Tekrar=53 | Tren=0 | Hız=0,0
2025-12-10 21:41:16 | NORMAL | VLD_TFPR_010 | V=1.488 | KM=3,299 | Tekrar=49 | Tren=0 | Hız=0,0
2025-12-10 21:41:17 | NORMAL | VLD_TFPR_002 | V=1.520 | KM=13,873 | Tekrar=47 | Tren=0 | Hız=0,0
2025-12-10 21:41:17 | NORMAL | VLD_TFPR_005 | V=1.513 | KM=9,070 | Tekrar=31 | Tren=0 | Hız=0,0
2025-12-10 21:41:17 | NORMAL | VLD_TFPR_011 | V=1.484 | KM=1,379 | Tekrar=43 | Tren=0 | Hız=0,0
2025-12-10 21:41:19 | NORMAL | VLD_TFPR_003 | V=1.527 | KM=12,081 | Tekrar=66 | Tren=0 | Hız=0,0
2025-12-10 21:41:19 | NORMAL | VLD_TFPR_009 | V=1.476 | KM=4,389 | Tekrar=54 | Tren=0 | Hız=0,0
2025-12-10 21:41:21 | NORMAL | VLD_TFPR_003 | V=1.527 | KM=12,081 | Tekrar=67 | Tren=0 | Hız=0,0
2025-12-10 21:41:21 | NORMAL | VLD_TFPR_004 | V=1.516 | KM=10,386 | Tekrar=52 | Tren=0 | Hız=0,0
2025-12-10 21:41:21 | NORMAL | VLD_TFPR_009 | V=1.485 | KM=4,389 | Tekrar=55 | Tren=0 | Hız=0,0
2025-12-10 21:41:23 | NORMAL | VLD_TFPR_003 | V=1.519 | KM=12,081 | Tekrar=68 | Tren=0 | Hız=0,0
2025-12-10 21:41:23 | NORMAL | VLD_TFPR_012 | V=1.510 | KM=0,136 | Tekrar=17 | Tren=0 | Hız=0,0
2025-12-10 21:41:24 | NORMAL | VLD_TFPR_008 | V=1.477 | KM=5,781 | Tekrar=43 | Tren=0 | Hız=0,0
2025-12-10 21:41:26 | NORMAL | VLD_TFPR_003 | V=1.514 | KM=12,081 | Tekrar=69 | Tren=0 | Hız=0,0
2025-12-10 21:41:26 | NORMAL | VLD_TFPR_009 | V=1.483 | KM=4,389 | Tekrar=56 | Tren=0 | Hız=0,0
2025-12-10 21:41:28 | NORMAL | VLD_TFPR_003 | V=1.512 | KM=12,081 | Tekrar=70 | Tren=0 | Hız=0,0
2025-12-10 21:41:28 | NORMAL | VLD_TFPR_004 | V=1.516 | KM=10,386 | Tekrar=53 | Tren=0 | Hız=0,0
2025-12-10 21:41:28 | NORMAL | VLD_TFPR_009 | V=1.478 | KM=4,389 | Tekrar=57 | Tren=0 | Hız=0,0
2025-12-10 21:41:28 | NORMAL | VLD_TFPR_010 | V=1.489 | KM=3,299 | Tekrar=50 | Tren=0 | Hız=0,0
2025-12-10 21:41:30 | NORMAL | VLD_TFPR_005 | V=1.519 | KM=9,070 | Tekrar=32 | Tren=0 | Hız=0,0
2025-12-10 21:41:31 | YEŞİL | VLD_TFPR_003 | V=1.662 | KM=12,081 | Tekrar=71 | Tren=0 | Hız=0,0
2025-12-10 21:41:32 | NORMAL | VLD_TFPR_011 | V=1.482 | KM=1,379 | Tekrar=44 | Tren=0 | Hız=0,0
2025-12-10 21:41:33 | NORMAL | VLD_TFPR_004 | V=1.519 | KM=10,386 | Tekrar=54 | Tren=0 | Hız=0,0
2025-12-10 21:41:36 | NORMAL | VLD_TFPR_003 | V=1.525 | KM=12,081 | Tekrar=72 | Tren=0 | Hız=0,0
2025-12-10 21:41:36 | NORMAL | VLD_TFPR_006 | V=1.513 | KM=8,234 | Tekrar=18 | Tren=0 | Hız=0,0
2025-12-10 21:41:38 | NORMAL | VLD_TFPR_004 | V=1.525 | KM=10,386 | Tekrar=55 | Tren=0 | Hız=0,0
2025-12-10 21:41:39 | NORMAL | VLD_TFPR_008 | V=1.485 | KM=5,781 | Tekrar=44 | Tren=0 | Hız=0,0
2025-12-10 21:41:39 | NORMAL | VLD_TFPR_009 | V=1.485 | KM=4,389 | Tekrar=58 | Tren=0 | Hız=0,0
2025-12-10 21:41:40 | NORMAL | VLD_TFPR_002 | V=1.518 | KM=13,873 | Tekrar=48 | Tren=0 | Hız=0,0
2025-12-10 21:41:40 | NORMAL | VLD_TFPR_003 | V=1.517 | KM=12,081 | Tekrar=73 | Tren=0 | Hız=0,0
2025-12-10 21:41:40 | NORMAL | VLD_TFPR_004 | V=1.528 | KM=10,386 | Tekrar=56 | Tren=0 | Hız=0,0
2025-12-10 21:41:40 | NORMAL | VLD_TFPR_006 | V=1.488 | KM=8,234 | Tekrar=19 | Tren=0 | Hız=0,0
2025-12-10 21:41:41 | NORMAL | VLD_TFPR_007 | V=1.489 | KM=7,102 | Tekrar=14 | Tren=0 | Hız=0,0
2025-12-10 21:41:42 | NORMAL | VLD_TFPR_004 | V=1.524 | KM=10,386 | Tekrar=57 | Tren=0 | Hız=0,0
2025-12-10 21:41:44 | NORMAL | VLD_TFPR_002 | V=1.522 | KM=13,873 | Tekrar=49 | Tren=0 | Hız=0,0
2025-12-10 21:41:44 | NORMAL | VLD_TFPR_003 | V=1.518 | KM=12,081 | Tekrar=74 | Tren=0 | Hız=0,0
2025-12-10 21:41:44 | NORMAL | VLD_TFPR_006 | V=1.514 | KM=8,234 | Tekrar=20 | Tren=0 | Hız=0,0
2025-12-10 21:41:46 | NORMAL | VLD_TFPR_003 | V=1.519 | KM=12,081 | Tekrar=75 | Tren=0 | Hız=0,0
2025-12-10 21:41:46 | YEŞİL | VLD_TFPR_004 | V=1.685 | KM=10,386 | Tekrar=58 | Tren=0 | Hız=0,0
2025-12-10 21:41:46 | YEŞİL | VLD_TFPR_005 | V=1.277 | KM=9,070 | Tekrar=33 | Tren=0 | Hız=0,0
2025-12-10 21:41:46 | NORMAL | VLD_TFPR_007 | V=1.484 | KM=7,102 | Tekrar=15 | Tren=0 | Hız=0,0
2025-12-10 21:41:46 | NORMAL | VLD_TFPR_009 | V=1.476 | KM=4,389 | Tekrar=59 | Tren=0 | Hız=0,0
2025-12-10 21:41:48 | NORMAL | VLD_TFPR_002 | V=1.519 | KM=13,873 | Tekrar=50 | Tren=0 | Hız=0,0
2025-12-10 21:41:49 | NORMAL | VLD_TFPR_003 | V=1.523 | KM=12,081 | Tekrar=76 | Tren=0 | Hız=0,0
2025-12-10 21:41:49 | NORMAL | VLD_TFPR_004 | V=1.524 | KM=10,386 | Tekrar=59 | Tren=0 | Hız=0,0
2025-12-10 21:41:49 | NORMAL | VLD_TFPR_005 | V=1.514 | KM=9,070 | Tekrar=34 | Tren=0 | Hız=0,0
2025-12-10 21:41:49 | NORMAL | VLD_TFPR_006 | V=1.516 | KM=8,234 | Tekrar=21 | Tren=0 | Hız=0,0
2025-12-10 21:41:49 | NORMAL | VLD_TFPR_008 | V=1.488 | KM=5,781 | Tekrar=45 | Tren=0 | Hız=0,0
2025-12-10 21:41:49 | NORMAL | VLD_TFPR_009 | V=1.479 | KM=4,389 | Tekrar=60 | Tren=0 | Hız=0,0
2025-12-10 21:41:49 | NORMAL | VLD_TFPR_011 | V=1.488 | KM=1,379 | Tekrar=45 | Tren=0 | Hız=0,0
2025-12-10 21:41:52 | NORMAL | VLD_TFPR_001 | V=1.522 | KM=15,391 | Tekrar=29 | Tren=0 | Hız=0,0
2025-12-10 21:41:52 | NORMAL | VLD_TFPR_008 | V=1.477 | KM=5,781 | Tekrar=46 | Tren=0 | Hız=0,0
2025-12-10 21:41:52 | NORMAL | VLD_TFPR_009 | V=1.482 | KM=4,389 | Tekrar=61 | Tren=0 | Hız=0,0
2025-12-10 21:41:52 | YEŞİL | VLD_TFPR_012 | V=1.301 | KM=0,136 | Tekrar=18 | Tren=0 | Hız=0,0
2025-12-10 21:41:55 | NORMAL | VLD_TFPR_001 | V=1.515 | KM=15,391 | Tekrar=30 | Tren=0 | Hız=0,0
2025-12-10 21:41:55 | NORMAL | VLD_TFPR_004 | V=1.527 | KM=10,386 | Tekrar=60 | Tren=0 | Hız=0,0
2025-12-10 21:41:55 | NORMAL | VLD_TFPR_007 | V=1.488 | KM=7,102 | Tekrar=16 | Tren=0 | Hız=0,0
2025-12-10 21:41:55 | NORMAL | VLD_TFPR_008 | V=1.478 | KM=5,781 | Tekrar=47 | Tren=0 | Hız=0,0
2025-12-10 21:41:58 | NORMAL | VLD_TFPR_003 | V=1.513 | KM=12,081 | Tekrar=77 | Tren=0 | Hız=0,0
2025-12-10 21:41:58 | NORMAL | VLD_TFPR_011 | V=1.476 | KM=1,379 | Tekrar=46 | Tren=0 | Hız=0,0
2025-12-10 21:41:59 | NORMAL | VLD_TFPR_002 | V=1.526 | KM=13,873 | Tekrar=51 | Tren=0 | Hız=0,0
2025-12-10 21:41:59 | NORMAL | VLD_TFPR_004 | V=1.513 | KM=10,386 | Tekrar=61 | Tren=0 | Hız=0,0
2025-12-10 21:41:59 | NORMAL | VLD_TFPR_010 | V=1.485 | KM=3,299 | Tekrar=51 | Tren=0 | Hız=0,0
2025-12-10 21:42:01 | NORMAL | VLD_TFPR_008 | V=1.484 | KM=5,781 | Tekrar=48 | Tren=0 | Hız=0,0
2025-12-10 21:42:01 | NORMAL | VLD_TFPR_010 | V=1.485 | KM=3,299 | Tekrar=52 | Tren=0 | Hız=0,0
2025-12-10 21:42:01 | NORMAL | VLD_TFPR_012 | V=1.482 | KM=0,136 | Tekrar=19 | Tren=0 | Hız=0,0
2025-12-10 21:42:02 | NORMAL | VLD_TFPR_002 | V=1.519 | KM=13,873 | Tekrar=52 | Tren=0 | Hız=0,0
2025-12-10 21:42:02 | NORMAL | VLD_TFPR_004 | V=1.523 | KM=10,386 | Tekrar=62 | Tren=0 | Hız=0,0
2025-12-10 21:42:02 | NORMAL | VLD_TFPR_005 | V=1.520 | KM=9,070 | Tekrar=35 | Tren=0 | Hız=0,0
2025-12-10 21:42:03 | NORMAL | VLD_TFPR_003 | V=1.524 | KM=12,081 | Tekrar=78 | Tren=0 | Hız=0,0
2025-12-10 21:42:03 | NORMAL | VLD_TFPR_010 | V=1.483 | KM=3,299 | Tekrar=53 | Tren=0 | Hız=0,0
2025-12-10 21:42:03 | NORMAL | VLD_TFPR_011 | V=1.490 | KM=1,379 | Tekrar=47 | Tren=0 | Hız=0,0
2025-12-10 21:42:03 | NORMAL | VLD_TFPR_012 | V=1.489 | KM=0,136 | Tekrar=20 | Tren=0 | Hız=0,0
2025-12-10 21:42:04 | NORMAL | VLD_TFPR_004 | V=1.518 | KM=10,386 | Tekrar=63 | Tren=0 | Hız=0,0
2025-12-10 21:42:04 | YEŞİL | VLD_TFPR_009 | V=1.693 | KM=4,389 | Tekrar=62 | Tren=0 | Hız=0,0
2025-12-10 21:42:06 | NORMAL | VLD_TFPR_003 | V=1.519 | KM=12,081 | Tekrar=79 | Tren=0 | Hız=0,0
2025-12-10 21:42:06 | NORMAL | VLD_TFPR_010 | V=1.476 | KM=3,299 | Tekrar=54 | Tren=0 | Hız=0,0
2025-12-10 21:42:07 | NORMAL | VLD_TFPR_004 | V=1.515 | KM=10,386 | Tekrar=64 | Tren=0 | Hız=0,0
